0 1 620.82613
0 28 837.96580
1 13 482.61789
1 9 1015.63418
2 38 561.50421
2 40 541.36655
2 42 1035.86372
3 25 778.72461
3 40 1015.72606
3 42 719.03493
3 23 877.51782
4 20 739.26447
4 22 739.26447
5 34 1015.72606
5 29 719.03493
5 23 877.51782
5 25 778.72461
6 36 699.75756
6 8 837.96580
6 21 837.96580
6 24 1015.63418
7 21 837.96580
7 24 620.82613
8 27 837.96580
8 29 739.17259
8 33 976.17404
9 10 699.75756
9 28 837.96580
9 39 837.96580
10 43 936.75901
10 13 1114.42739
10 48 640.06788
11 17 541.85909
11 16 936.66713
11 12 719.52747
12 19 719.52747
13 14 422.92821
14 17 443.06587
14 48 1134.56505
15 41 443.06587
15 26 1074.87537
15 19 541.85909
16 19 936.66713
16 37 758.99876
16 26 758.99876
17 37 1074.87537
18 36 640.06788
18 41 1134.56505
18 26 660.20554
18 47 956.89667
20 25 916.93284
20 34 601.05623
21 33 660.29742
22 25 916.93284
22 40 601.05623
23 31 817.82814
23 46 817.82814
24 30 482.61789
26 35 897.20699
27 46 837.96580
27 36 936.75901
27 47 778.27612
28 38 660.29742
29 46 897.65548
29 44 1035.86372
30 41 422.92821
30 36 1114.42739
31 43 837.96580
31 32 837.96580
31 42 897.65548
32 45 858.10346
32 46 837.96580
32 47 858.10346
33 44 561.50421
34 44 541.36655
35 45 798.41378
35 37 897.20699
35 47 798.41378
37 48 660.20554
38 39 976.17404
39 42 739.17259
39 43 837.96580
43 45 778.27612
45 48 956.89667
